bfs-f,openstacks-strips08,000,0,True
bfs-f,openstacks-strips08,001,0,True
bfs-f,openstacks-strips08,002,0,True
bfs-f,openstacks-strips08,003,0,True
bfs-f,openstacks-strips08,004,0,True
bfs-f,openstacks-strips08,005,0,True
bfs-f,openstacks-strips08,006,0,True
bfs-f,openstacks-strips08,007,0,True
bfs-f,openstacks-strips08,008,0,True
bfs-f,openstacks-strips08,009,0,True
bfs-f,openstacks-strips08,010,1,True
bfs-f,openstacks-strips08,011,0,True
bfs-f,openstacks-strips08,012,0,True
bfs-f,openstacks-strips08,013,0,True
bfs-f,openstacks-strips08,014,0,True
bfs-f,openstacks-strips08,015,1,True
bfs-f,openstacks-strips08,016,1,True
bfs-f,openstacks-strips08,017,1,True
bfs-f,openstacks-strips08,018,3,True
bfs-f,openstacks-strips08,019,3,True
bfs-f,openstacks-strips08,020,2,True
bfs-f,openstacks-strips08,021,4,True
bfs-f,openstacks-strips08,022,4,True
bfs-f,openstacks-strips08,023,4,True
bfs-f,openstacks-strips08,024,19,True
bfs-f,openstacks-strips08,025,21,True
bfs-f,openstacks-strips08,026,22,True
bfs-f,openstacks-strips08,027,48,True
bfs-f,openstacks-strips08,028,49,True
bfs-f,openstacks-strips08,029,47,True
jasper,openstacks-strips08,000,0,True
jasper,openstacks-strips08,001,1,True
jasper,openstacks-strips08,002,0,True
jasper,openstacks-strips08,003,0,True
jasper,openstacks-strips08,004,0,True
jasper,openstacks-strips08,005,0,True
jasper,openstacks-strips08,006,0,True
jasper,openstacks-strips08,007,0,True
jasper,openstacks-strips08,008,1,True
jasper,openstacks-strips08,009,1,True
jasper,openstacks-strips08,010,0,True
jasper,openstacks-strips08,011,1,True
jasper,openstacks-strips08,012,0,True
jasper,openstacks-strips08,013,1,True
jasper,openstacks-strips08,014,1,True
jasper,openstacks-strips08,015,1,True
jasper,openstacks-strips08,016,1,True
jasper,openstacks-strips08,017,1,True
jasper,openstacks-strips08,018,2,True
jasper,openstacks-strips08,019,2,True
jasper,openstacks-strips08,020,2,True
jasper,openstacks-strips08,021,3,True
jasper,openstacks-strips08,022,3,True
jasper,openstacks-strips08,023,3,True
jasper,openstacks-strips08,024,5,True
jasper,openstacks-strips08,025,5,True
jasper,openstacks-strips08,026,5,True
jasper,openstacks-strips08,027,8,True
jasper,openstacks-strips08,028,8,True
jasper,openstacks-strips08,029,9,True
mercury,openstacks-strips08,000,1,True
mercury,openstacks-strips08,001,0,True
mercury,openstacks-strips08,002,0,True
mercury,openstacks-strips08,003,0,True
mercury,openstacks-strips08,004,0,True
mercury,openstacks-strips08,005,1,True
mercury,openstacks-strips08,006,1,True
mercury,openstacks-strips08,007,1,True
mercury,openstacks-strips08,008,0,True
mercury,openstacks-strips08,009,1,True
mercury,openstacks-strips08,010,2,True
mercury,openstacks-strips08,011,1,True
mercury,openstacks-strips08,012,2,True
mercury,openstacks-strips08,013,1,True
mercury,openstacks-strips08,014,2,True
mercury,openstacks-strips08,015,3,True
mercury,openstacks-strips08,016,2,True
mercury,openstacks-strips08,017,2,True
mercury,openstacks-strips08,018,2,True
mercury,openstacks-strips08,019,3,True
mercury,openstacks-strips08,020,3,True
mercury,openstacks-strips08,021,3,True
mercury,openstacks-strips08,022,3,True
mercury,openstacks-strips08,023,3,True
mercury,openstacks-strips08,024,6,True
mercury,openstacks-strips08,025,6,True
mercury,openstacks-strips08,026,5,True
mercury,openstacks-strips08,027,9,True
mercury,openstacks-strips08,028,9,True
mercury,openstacks-strips08,029,10,True
siw,openstacks-strips08,000,0,True
siw,openstacks-strips08,001,0,True
siw,openstacks-strips08,002,0,True
siw,openstacks-strips08,003,0,True
siw,openstacks-strips08,004,0,True
siw,openstacks-strips08,005,0,True
siw,openstacks-strips08,006,0,True
siw,openstacks-strips08,007,0,True
siw,openstacks-strips08,008,0,True
siw,openstacks-strips08,009,0,True
siw,openstacks-strips08,010,0,True
siw,openstacks-strips08,011,0,True
siw,openstacks-strips08,012,1,True
siw,openstacks-strips08,013,1,True
siw,openstacks-strips08,014,0,True
siw,openstacks-strips08,015,58,True
siw,openstacks-strips08,016,1,True
siw,openstacks-strips08,017,1,True
siw,openstacks-strips08,018,174,True
siw,openstacks-strips08,019,299,True
siw,openstacks-strips08,020,2,True
siw,openstacks-strips08,021,5,True
siw,openstacks-strips08,022,49,True
siw,openstacks-strips08,023,6,True
siw,openstacks-strips08,024,-1,False
siw,openstacks-strips08,025,188,True
siw,openstacks-strips08,026,14,True
siw,openstacks-strips08,027,-1,False
siw,openstacks-strips08,028,-1,False
siw,openstacks-strips08,029,-1,False
