bfs-f,cybersec-strips,000,6,True
bfs-f,cybersec-strips,001,6,True
bfs-f,cybersec-strips,002,7,True
bfs-f,cybersec-strips,003,7,True
bfs-f,cybersec-strips,004,7,True
bfs-f,cybersec-strips,005,187,True
bfs-f,cybersec-strips,006,187,True
bfs-f,cybersec-strips,007,0,True
bfs-f,cybersec-strips,008,0,True
bfs-f,cybersec-strips,009,2,True
bfs-f,cybersec-strips,010,4,True
bfs-f,cybersec-strips,011,195,True
bfs-f,cybersec-strips,012,161,True
bfs-f,cybersec-strips,013,189,True
bfs-f,cybersec-strips,014,7,True
bfs-f,cybersec-strips,015,7,True
bfs-f,cybersec-strips,016,7,True
bfs-f,cybersec-strips,017,6,True
bfs-f,cybersec-strips,018,6,True
bfs-f,cybersec-strips,019,7,True
bfs-f,cybersec-strips,020,190,True
bfs-f,cybersec-strips,021,190,True
bfs-f,cybersec-strips,022,0,True
bfs-f,cybersec-strips,023,0,True
bfs-f,cybersec-strips,024,1,True
bfs-f,cybersec-strips,025,4,True
bfs-f,cybersec-strips,026,191,True
bfs-f,cybersec-strips,027,167,True
bfs-f,cybersec-strips,028,192,True
bfs-f,cybersec-strips,029,7,True
jasper,cybersec-strips,000,340,True
jasper,cybersec-strips,001,75,True
jasper,cybersec-strips,002,340,True
jasper,cybersec-strips,003,68,True
jasper,cybersec-strips,004,341,True
jasper,cybersec-strips,005,329,True
jasper,cybersec-strips,006,329,True
jasper,cybersec-strips,007,108,True
jasper,cybersec-strips,008,301,True
jasper,cybersec-strips,009,190,True
jasper,cybersec-strips,010,159,True
jasper,cybersec-strips,011,317,True
jasper,cybersec-strips,012,328,True
jasper,cybersec-strips,013,328,True
jasper,cybersec-strips,014,341,True
jasper,cybersec-strips,015,341,True
jasper,cybersec-strips,016,255,True
jasper,cybersec-strips,017,341,True
jasper,cybersec-strips,018,226,True
jasper,cybersec-strips,019,65,True
jasper,cybersec-strips,020,329,True
jasper,cybersec-strips,021,329,True
jasper,cybersec-strips,022,122,True
jasper,cybersec-strips,023,301,True
jasper,cybersec-strips,024,221,True
jasper,cybersec-strips,025,136,True
jasper,cybersec-strips,026,317,True
jasper,cybersec-strips,027,328,True
jasper,cybersec-strips,028,328,True
jasper,cybersec-strips,029,341,True
mercury,cybersec-strips,000,312,True
mercury,cybersec-strips,001,312,True
mercury,cybersec-strips,002,312,True
mercury,cybersec-strips,003,26,True
mercury,cybersec-strips,004,311,True
mercury,cybersec-strips,005,309,True
mercury,cybersec-strips,006,309,True
mercury,cybersec-strips,007,43,True
mercury,cybersec-strips,008,72,True
mercury,cybersec-strips,009,60,True
mercury,cybersec-strips,010,39,True
mercury,cybersec-strips,011,307,True
mercury,cybersec-strips,012,308,True
mercury,cybersec-strips,013,309,True
mercury,cybersec-strips,014,312,True
mercury,cybersec-strips,015,312,True
mercury,cybersec-strips,016,313,True
mercury,cybersec-strips,017,288,True
mercury,cybersec-strips,018,312,True
mercury,cybersec-strips,019,190,True
mercury,cybersec-strips,020,308,True
mercury,cybersec-strips,021,309,True
mercury,cybersec-strips,022,33,True
mercury,cybersec-strips,023,74,True
mercury,cybersec-strips,024,45,True
mercury,cybersec-strips,025,44,True
mercury,cybersec-strips,026,307,True
mercury,cybersec-strips,027,309,True
mercury,cybersec-strips,028,309,True
mercury,cybersec-strips,029,279,True
siw,cybersec-strips,000,-1,False
siw,cybersec-strips,001,-1,False
siw,cybersec-strips,002,-1,False
siw,cybersec-strips,003,-1,False
siw,cybersec-strips,004,-1,False
siw,cybersec-strips,005,-1,False
siw,cybersec-strips,006,-1,False
siw,cybersec-strips,007,-1,False
siw,cybersec-strips,008,-1,False
siw,cybersec-strips,009,-1,False
siw,cybersec-strips,010,-1,False
siw,cybersec-strips,011,-1,False
siw,cybersec-strips,012,-1,False
siw,cybersec-strips,013,-1,False
siw,cybersec-strips,014,-1,False
siw,cybersec-strips,015,-1,False
siw,cybersec-strips,016,-1,False
siw,cybersec-strips,017,-1,False
siw,cybersec-strips,018,-1,False
siw,cybersec-strips,019,-1,False
siw,cybersec-strips,020,-1,False
siw,cybersec-strips,021,-1,False
siw,cybersec-strips,022,-1,False
siw,cybersec-strips,023,-1,False
siw,cybersec-strips,024,-1,False
siw,cybersec-strips,025,-1,False
siw,cybersec-strips,026,-1,False
siw,cybersec-strips,027,-1,False
siw,cybersec-strips,028,-1,False
siw,cybersec-strips,029,-1,False
